stage1 岩の手前まで230進んで90ジャンプして406歩ゴールまで	REASON stone ACTION move VALUE 230 ACTION jump VALUE 90 ACTION move VALUE 406
stage1 232移動してから高さ103でジャンプし、433移動して	REASON stone ACTION move VALUE 232 ACTION jump VALUE 103 ACTION move VALUE 433
stage2 121歩進んで70で飛んで、66歩進んで86で飛んで287歩すすむ	REASON stone ACTION move VALUE 121 ACTION jump VALUE 70 ACTION move VALUE 66 ACTION jump VALUE 86 ACTION move VALUE 287
stage1 57歩走って110高さで跳んで295歩進む	REASON stone ACTION move VALUE 57 ACTION jump VALUE 110 ACTION move VALUE 295
stage3 208進んで83でしっかりジャンプしてから402進んでゴール	REASON hole ACTION move VALUE 208 ACTION jump VALUE 83 ACTION move VALUE 402
stage2 105歩進んで高さ37でジャンプ、33進んで106でジャンプして249進む	REASON stone ACTION move VALUE 105 ACTION jump VALUE 37 ACTION move VALUE 33 ACTION jump VALUE 106 ACTION move VALUE 249
stage2 1つ目の岩まで148進んで60でジャンプ、2つ目まで51進んで162でジャンプして140進んで	REASON stone ACTION move VALUE 148 ACTION jump VALUE 60 ACTION move VALUE 51 ACTION jump VALUE 162 ACTION move VALUE 140
stage2 126移動して63ジャンプ、49移動して178ジャンプ、最後に302移動	REASON stone ACTION move VALUE 126 ACTION jump VALUE 63 ACTION move VALUE 49 ACTION jump VALUE 178 ACTION move VALUE 302
stage2 124進んで70の力でジャンプ、49進んで107の力でジャンプして260進んで	REASON stone ACTION move VALUE 124 ACTION jump VALUE 70 ACTION move VALUE 49 ACTION jump VALUE 107 ACTION move VALUE 260
stage1 245歩走って108高さで跳んで290歩進む	REASON stone ACTION move VALUE 245 ACTION jump VALUE 108 ACTION move VALUE 290
stage2 104歩進んで高さ170でジャンプ、続けて74進んで127でジャンプして287進む	REASON stone ACTION move VALUE 104 ACTION jump VALUE 170 ACTION move VALUE 74 ACTION jump VALUE 127 ACTION move VALUE 287
stage3 201歩進んで163の高さで穴を跳び越えて453歩進む	REASON hole ACTION move VALUE 201 ACTION jump VALUE 163 ACTION move VALUE 453
stage2 125歩進んで高さ176でジャンプ、続けて36進んで124でジャンプして273進む	REASON stone ACTION move VALUE 125 ACTION jump VALUE 176 ACTION move VALUE 36 ACTION jump VALUE 124 ACTION move VALUE 273
stage1 岩の手前まで249進んで77ジャンプして426歩ゴールまで	REASON stone ACTION move VALUE 249 ACTION jump VALUE 77 ACTION move VALUE 426
stage2 1つ目の岩まで113進んで97でジャンプ、2つ目まで158進んで121でジャンプして328進んで	REASON stone ACTION move VALUE 113 ACTION jump VALUE 97 ACTION move VALUE 158 ACTION jump VALUE 121 ACTION move VALUE 328
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 75 ACTION jump VALUE 27 ACTION move VALUE 187
stage2 114歩進んで113で飛んで、65歩進んで138で飛んで270歩すすむ	REASON stone ACTION move VALUE 114 ACTION jump VALUE 113 ACTION move VALUE 65 ACTION jump VALUE 138 ACTION move VALUE 270
stage1 103進んで90ジャンプして137進む	REASON stone ACTION move VALUE 103 ACTION jump VALUE 90 ACTION move VALUE 137
stage3 243進んで高さ57でジャンプして239進む	REASON hole ACTION move VALUE 243 ACTION jump VALUE 57 ACTION move VALUE 239
stage1 石を跳び越えて	REASON stone ACTION move VALUE 343 ACTION jump VALUE 39 ACTION move VALUE 60
stage1 1個の岩を227進んで83ジャンプして445進んで越える	REASON stone ACTION move VALUE 227 ACTION jump VALUE 83 ACTION move VALUE 445
stage1 うまいことジャンプして岩を越えて	REASON stone ACTION move VALUE 78 ACTION jump VALUE 1 ACTION move VALUE 291
stage3 207進んで29ジャンプしてから426進んで	REASON hole ACTION move VALUE 207 ACTION jump VALUE 29 ACTION move VALUE 426
stage1 237歩進んで高さ175でジャンプして375進む	REASON stone ACTION move VALUE 237 ACTION jump VALUE 175 ACTION move VALUE 375
stage2 最初に104進んで129ジャンプ、次71進んで172ジャンプ、最後322進む	REASON stone ACTION move VALUE 104 ACTION jump VALUE 129 ACTION move VALUE 71 ACTION jump VALUE 172 ACTION move VALUE 322
stage1 228進んで高さ70でジャンプしてから362進んで	REASON stone ACTION move VALUE 228 ACTION jump VALUE 70 ACTION move VALUE 362
stage2 136移動して41ジャンプ、64移動して156ジャンプ、292移動	REASON stone ACTION move VALUE 136 ACTION jump VALUE 41 ACTION move VALUE 64 ACTION jump VALUE 156 ACTION move VALUE 292
stage3 穴の向こうまで跳んで	REASON hole ACTION move VALUE 231 ACTION jump VALUE 17 ACTION move VALUE 83
stage2 まず105進んで162ジャンプ、次に126進んで110ジャンプ、207進んでゴール	REASON stone ACTION move VALUE 105 ACTION jump VALUE 162 ACTION move VALUE 126 ACTION jump VALUE 110 ACTION move VALUE 207
stage1 228進んで34の高さでジャンプして310歩	REASON stone ACTION move VALUE 228 ACTION jump VALUE 34 ACTION move VALUE 310
stage1 234歩走って130高さで跳んで316歩進む	REASON stone ACTION move VALUE 234 ACTION jump VALUE 130 ACTION move VALUE 316
stage2 まず129進んで64の高さでジャンプ、次に56進んで155でジャンプし298進んでゴール	REASON stone ACTION move VALUE 129 ACTION jump VALUE 64 ACTION move VALUE 56 ACTION jump VALUE 155 ACTION move VALUE 298
stage3 穴の手前まで202進んで26の高さでジャンプして向こうまで410進んで	REASON hole ACTION move VALUE 202 ACTION jump VALUE 26 ACTION move VALUE 410
stage1 235進んで158ジャンプして269進む	REASON stone ACTION move VALUE 235 ACTION jump VALUE 158 ACTION move VALUE 269
stage3 201移動して175ジャンプ、着地後380移動	REASON hole ACTION move VALUE 201 ACTION jump VALUE 175 ACTION move VALUE 380
stage2 2つの石をジャンプして越えて	REASON stone ACTION move VALUE 185 ACTION jump VALUE 28 ACTION move VALUE 126 ACTION jump VALUE 5 ACTION move VALUE 164
stage2 石を2個越えてゴールまで	REASON stone ACTION move VALUE 89 ACTION jump VALUE 16 ACTION move VALUE 48 ACTION jump VALUE 6 ACTION move VALUE 118
stage2 229移動して112ジャンプ、112移動して125ジャンプ、355移動	REASON stone ACTION move VALUE 229 ACTION jump VALUE 112 ACTION move VALUE 112 ACTION jump VALUE 125 ACTION move VALUE 355
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 68 ACTION jump VALUE 147 ACTION move VALUE 170
stage3 109進んで高さ129でジャンプして311進む	REASON hole ACTION move VALUE 109 ACTION jump VALUE 129 ACTION move VALUE 311
stage1 岩の手前まで240進んで127ジャンプして391歩ゴールまで	REASON stone ACTION move VALUE 240 ACTION jump VALUE 127 ACTION move VALUE 391
stage2 2個の岩を飛び越えてゴールへ	REASON stone ACTION move VALUE 224 ACTION jump VALUE 34 ACTION move VALUE 38 ACTION jump VALUE 5 ACTION move VALUE 291
stage2 104歩進んで148で飛んで、78歩進んで165で飛んで318歩すすむ	REASON stone ACTION move VALUE 104 ACTION jump VALUE 148 ACTION move VALUE 78 ACTION jump VALUE 165 ACTION move VALUE 318
stage1 岩を飛び越えて	REASON stone ACTION move VALUE 301 ACTION jump VALUE 20 ACTION move VALUE 77
stage1 225歩走って高さ105でとんで452歩進む	REASON stone ACTION move VALUE 225 ACTION jump VALUE 105 ACTION move VALUE 452
stage3 スタートから208進んで高さ89でジャンプして456進んでゴール	REASON hole ACTION move VALUE 208 ACTION jump VALUE 89 ACTION move VALUE 456
stage2 最初に141進んで139ジャンプ、次16進んで95ジャンプ、最後341進む	REASON stone ACTION move VALUE 141 ACTION jump VALUE 139 ACTION move VALUE 16 ACTION jump VALUE 95 ACTION move VALUE 341
stage1 岩の手前まで246進んで168ジャンプして419歩ゴールまで	REASON stone ACTION move VALUE 246 ACTION jump VALUE 168 ACTION move VALUE 419
stage3 203移動して76ジャンプ、着地後389移動	REASON hole ACTION move VALUE 203 ACTION jump VALUE 76 ACTION move VALUE 389
stage3 スタートから208進んで高さ125でジャンプして386進んでゴール	REASON hole ACTION move VALUE 208 ACTION jump VALUE 125 ACTION move VALUE 386
stage1 241進んで51の高さでジャンプして435歩すすむ	REASON stone ACTION move VALUE 241 ACTION jump VALUE 51 ACTION move VALUE 435
stage1 走ってジャンプして	REASON stone ACTION move VALUE 97 ACTION jump VALUE 7 ACTION move VALUE 263
stage2 105歩走って133高さで跳んで87歩進んで125高さで跳んで277歩ゴール	REASON stone ACTION move VALUE 105 ACTION jump VALUE 133 ACTION move VALUE 87 ACTION jump VALUE 125 ACTION move VALUE 277
stage3 穴の向こうまで跳んで	REASON hole ACTION move VALUE 62 ACTION jump VALUE 7 ACTION move VALUE 162
stage2 まず112進んで54の高さでジャンプ、次に66進んで130でジャンプし305進んでゴール	REASON stone ACTION move VALUE 112 ACTION jump VALUE 54 ACTION move VALUE 66 ACTION jump VALUE 130 ACTION move VALUE 305
stage2 108移動して99ジャンプ、66移動して36ジャンプ、358移動	REASON stone ACTION move VALUE 108 ACTION jump VALUE 99 ACTION move VALUE 66 ACTION jump VALUE 36 ACTION move VALUE 358
stage1 235歩走って35高さで跳んで347歩進む	REASON stone ACTION move VALUE 235 ACTION jump VALUE 35 ACTION move VALUE 347
stage3 209歩進んで177の高さで穴を跳び越えて460歩進む	REASON hole ACTION move VALUE 209 ACTION jump VALUE 177 ACTION move VALUE 460
stage1 309歩走って144高さで跳んで444歩進む	REASON stone ACTION move VALUE 309 ACTION jump VALUE 144 ACTION move VALUE 444
stage3 203進んで高さ166でジャンプして399進む	REASON hole ACTION move VALUE 203 ACTION jump VALUE 166 ACTION move VALUE 399
stage1 223歩進んで高さ158でジャンプして392進む	REASON stone ACTION move VALUE 223 ACTION jump VALUE 158 ACTION move VALUE 392
stage3 208移動して23ジャンプ、着地後435移動	REASON hole ACTION move VALUE 208 ACTION jump VALUE 23 ACTION move VALUE 435
stage1 238進んで53ジャンプして283進む	REASON stone ACTION move VALUE 238 ACTION jump VALUE 53 ACTION move VALUE 283
stage3 207進んで52ジャンプしてから453進んで	REASON hole ACTION move VALUE 207 ACTION jump VALUE 52 ACTION move VALUE 453
stage2 1つ目の岩まで234進んで142でジャンプ、2つ目まで62進んで71でジャンプして290進んで	REASON stone ACTION move VALUE 234 ACTION jump VALUE 142 ACTION move VALUE 62 ACTION jump VALUE 71 ACTION move VALUE 290
stage1 231移動してから高さ153でジャンプし、438移動して	REASON stone ACTION move VALUE 231 ACTION jump VALUE 153 ACTION move VALUE 438
stage2 120移動して122ジャンプ、167移動して83ジャンプ、389移動	REASON stone ACTION move VALUE 120 ACTION jump VALUE 122 ACTION move VALUE 167 ACTION jump VALUE 83 ACTION move VALUE 389
stage1 高くジャンプして石を越えてゴール	REASON stone ACTION move VALUE 364 ACTION jump VALUE 33 ACTION move VALUE 215
stage2 119歩走って77高さで跳んで52歩進んで122高さで跳んで317歩ゴール	REASON stone ACTION move VALUE 119 ACTION jump VALUE 77 ACTION move VALUE 52 ACTION jump VALUE 122 ACTION move VALUE 317
stage1 338歩走って144高さで跳んで378歩進む	REASON stone ACTION move VALUE 338 ACTION jump VALUE 144 ACTION move VALUE 378
stage2 108歩進んで高さ96でジャンプ、続けて91進んで83でジャンプして286進む	REASON stone ACTION move VALUE 108 ACTION jump VALUE 96 ACTION move VALUE 91 ACTION jump VALUE 83 ACTION move VALUE 286
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 277 ACTION jump VALUE 30 ACTION move VALUE 118
stage2 107歩進んで高さ123でジャンプ、続けて58進んで127でジャンプして280進む	REASON stone ACTION move VALUE 107 ACTION jump VALUE 123 ACTION move VALUE 58 ACTION jump VALUE 127 ACTION move VALUE 280
stage2 122歩走って136高さで跳んで69歩進んで94高さで跳んで298歩ゴール	REASON stone ACTION move VALUE 122 ACTION jump VALUE 136 ACTION move VALUE 69 ACTION jump VALUE 94 ACTION move VALUE 298
stage3 208進んで71ジャンプしてから398進んで	REASON hole ACTION move VALUE 208 ACTION jump VALUE 71 ACTION move VALUE 398
stage3 205歩進んで126の高さで穴を跳び越えて464歩進む	REASON hole ACTION move VALUE 205 ACTION jump VALUE 126 ACTION move VALUE 464
stage2 108進んで117の力でジャンプ、88進んで143の力でジャンプして285進んで	REASON stone ACTION move VALUE 108 ACTION jump VALUE 117 ACTION move VALUE 88 ACTION jump VALUE 143 ACTION move VALUE 285
stage1 岩をうまく飛び越えてゴールへ	REASON stone ACTION move VALUE 369 ACTION jump VALUE 44 ACTION move VALUE 109
stage2 138歩進んで高さ180でジャンプ、続けて37進んで178でジャンプして260進む	REASON stone ACTION move VALUE 138 ACTION jump VALUE 180 ACTION move VALUE 37 ACTION jump VALUE 178 ACTION move VALUE 260
stage2 両方の岩を越えて	REASON stone ACTION move VALUE 60 ACTION jump VALUE 11 ACTION move VALUE 65 ACTION jump VALUE 35 ACTION move VALUE 175
stage1 岩を越えてゴールまで進んで	REASON stone ACTION move VALUE 314 ACTION jump VALUE 6 ACTION move VALUE 121
stage2 1つ目の岩まで115進んで157でジャンプ、2つ目まで75進んで167でジャンプして248進んで	REASON stone ACTION move VALUE 115 ACTION jump VALUE 157 ACTION move VALUE 75 ACTION jump VALUE 167 ACTION move VALUE 248
stage2 まず106進んで148の高さでジャンプ、次に62進んで114でジャンプし339進んでゴール	REASON stone ACTION move VALUE 106 ACTION jump VALUE 148 ACTION move VALUE 62 ACTION jump VALUE 114 ACTION move VALUE 339
stage3 207歩走って176でとんで90歩すすむ	REASON hole ACTION move VALUE 207 ACTION jump VALUE 176 ACTION move VALUE 90
stage3 177進んで182進む	REASON hole ACTION move VALUE 177 ACTION move VALUE 182
stage2 最初に149進んで84ジャンプ、次46進んで157ジャンプ、最後282進む	REASON stone ACTION move VALUE 149 ACTION jump VALUE 84 ACTION move VALUE 46 ACTION jump VALUE 157 ACTION move VALUE 282
stage1 223歩走って151高さで跳んで160歩進む	REASON stone ACTION move VALUE 223 ACTION jump VALUE 151 ACTION move VALUE 160
stage1 238歩走って146高さで跳んで258歩進む	REASON stone ACTION move VALUE 238 ACTION jump VALUE 146 ACTION move VALUE 258
stage1 246歩走って162高さで跳んで142歩進む	REASON stone ACTION move VALUE 246 ACTION jump VALUE 162 ACTION move VALUE 142
stage2 142移動して175ジャンプ、194移動して130ジャンプ、298移動	REASON stone ACTION move VALUE 142 ACTION jump VALUE 175 ACTION move VALUE 194 ACTION jump VALUE 130 ACTION move VALUE 298
stage1 岩を飛び越えて	REASON stone ACTION move VALUE 63 ACTION jump VALUE 18 ACTION move VALUE 275
stage1 221進んで62ジャンプして314進む	REASON stone ACTION move VALUE 221 ACTION jump VALUE 62 ACTION move VALUE 314
stage3 穴をジャンプして越えて	REASON hole ACTION move VALUE 301 ACTION jump VALUE 23 ACTION move VALUE 48
stage2 1つ目の岩まで133進んで16でジャンプ、2つ目まで83進んで175でジャンプして130進んで	REASON stone ACTION move VALUE 133 ACTION jump VALUE 16 ACTION move VALUE 83 ACTION jump VALUE 175 ACTION move VALUE 130
stage2 106歩進んで135で飛んで、53歩進んで85で飛んで275歩すすむ	REASON stone ACTION move VALUE 106 ACTION jump VALUE 135 ACTION move VALUE 53 ACTION jump VALUE 85 ACTION move VALUE 275
stage1 136進んで124ジャンプして158進む	REASON stone ACTION move VALUE 136 ACTION jump VALUE 124 ACTION move VALUE 158
